index,text,happinness,sadness,Soledad,Ilusión,Ensoñación,Grandiosidad ,Orgullo,Irritabilidad,Ansiedad,Ira,Inestabilidad,Idealización,Depresión ,Desilusión,Aversión ,Inseguridad,Impotencia,Vulnerabilidad,Temor,Obsesión,Compulsión,Prejuicio,Dramatización,valence,arousal,anger,fear,disgust,concreteness,imageability,context availability
37,"Su idilio fue una larga sonrisa a cuatro labios.
En el regazo cálido de rubia primavera.
Amáronse talmente que entre sus dedos sabios
palpitó la divina forma de la Quimera.

En los palacios fúlgidos de las tardes en calma
hablábanse un lenguaje sentido como un lloro,
y se besaban hondo hasta morderse el alma!
Las horas deshojáronse como flores de oro.

Y el Destino interpuso sus dos manos heladas...
¡Ah! los cuerpos cedieron, mas las almas trenzadas
son el más intrincado nudo que nunca fue.

En lucha con sus locos enredos sobrehumanos
las Furias de la vida se rompieron las manos
y fatigó sus dedos supremos Ananké...

",3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,4,3.0,1.0,1.0,1.0,2.0,1.0,1.0
38,"En el regazo de la tarde triste
yo invoqué tu dolor... Sentirlo era
¡sentirse el corazón! Palideciste
hasta la voz, tus párpados de cera.

Bajaron... y callaste... Pareciste
oír pasar la Muerte... Yo que abriera
tu herida mordí en ella -¿me sentiste?-
¡Como en el oro de un panal mordiera!

Y exprimí más, traidora, dulcemente
tu corazón herido mortalmente,
por la cruel daga rara y exquisita

de un mal sin nombre, ¡hasta sangrarlo en llanto!
Y las mil bocas de mi sed maldita
tendí a esa fuente abierta en tu quebranto.

¿Por qué fui tu vampiro de amargura?
¿Soy flor o estirpe de una especie oscura
que come llagas y que bebe el llanto?

",1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1.0,4.0,3.0,2.0,2.0
39,"¡Si la vida es amor, bendita sea!
¡Quiero más vida para amar! Hoy siento
que no valen mil años de la idea
lo que un minuto azul del sentimiento.

Mi corazón moría triste y lento...
Hoy abre en luz como una flor febea;
¡la vida brota como un mar violento
donde la mano del amor golpea!

Hoy, partió hacia la noche, triste, fría,
rotas las alas de mi melancolía;
como una vieja mancha del dolor

en la sombra lejana se deslíe...
¡Mi vida toda canta, besa, ríe!
¡Mi vida toda es una boca en flor!

",4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0
40,"La noche entró en la sal adormecida
arrastrando el silencio a pasos lentos...
Los sueños son tan quedos, que una herida
sangrar se oiría. Rueda en los momentos

una palabra insólita, caída
como una hoja de otoño... Pensamientos
suaves tocan mi frente dolorida
tal manos frescas, ¡ah!... ¿por qué tormentos

misteriosos los rostros palidecen
dulcemente?... Tus ojos me parecen
dos semillas de luz entre las sombra,

y hay en mi alma un gran florecimiento
si en mí los fijas; si los bajas, siento
como si fuera a florecer la alfombra.

",2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,1.0,1.0,3.0,3.0,3.0
41,"Yo creí que tus ojos anegaban el mundo...
Abiertos como bocas en clamor...Tan dolientes
que un corazón partido en dos trozos ardientes
parecieron... Fluían de tu rostro profundo

como dos manantiales graves y venenosos...
Fraguas a fuego y sombra, ¡tus pupilas!...tan hondas
que no sé desde donde me miraban, redondas
y oscuras como mundos lontanos y medrosos.

¡Ah, tus ojos tristísimos como dos galerías
abiertas al Poniente!... ¡Y las sendas sombrías
de tus ojeras donde reconocí mis rastros!...

¡Y o envolví en un gran gesto mi horror como en un velo,
y me alejé creyendo que cuajaba en el cielo
la medianoche húmeda de tu mirar sin astros!

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2,2.0,1.0,1.0,2.0,3.0,3.0,2.0
42,"Preparadme una barca con un gran pensamiento...
La llamarán La Sombra unos; otros, La Estrella.
No ha de estar al capricho de una mano o un viento;
yo la quiero consciente, indominable y bella.

La moverá el gran ritmo de un corazón sangriento
de vida sobrehumana; he de sentirme en ella
fuerte como en los brazos de Dios. ¡En todo viento,
en todo mar templadme su prora de centella!

La cargaré de toda mi tristeza, y, sin rumbo,
iré como la rota corola de nelumbo,
por sobre el horizonte líquido de la mar...

Barca, alma hermana: ¿hacia qué tierras nunca vistas,
de hondas revelaciones, de cosas imprevistas
iremos?... Yo ya muero de vivir y soñar.

",2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,1.0,1.0,3.0,2.0,2.0
44,"En tu alcoba techada de ensueños, haz derroche
de flores y de luces de espíritu; mi alma
calzada de silencio y vestida de calma
irá a ti por la senda más negra de esta noche.

Apaga las bujías para ver cosas bellas;
cierra todas las puertas para entrar la Ilusión;
arranca del Misterio un manojo de estrellas
y enflora como un vaso triunfal tu corazón.

Y esperarás sonriendo, y esperarás llorando!...
Cuando llegue mi alma, tal vez reces pensando
que el cielo dulcemente se derrama en tu pecho...

Para el amor divino ten un diván de calma,
o con el lirio místico que es su arma, mi alma
apagará una a una las rosas de tu lecho.

",2,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,1.0,3,2.0,1.0,1.0,1.0,3.0,3.0,3.0
45,"Miradla, así, sobre el follaje oscuro
recortar la silueta soberana...
¿no parece el retoño prematuro
de una gran raza que será mañana?

¡Así una raza inconmovible, sana,
tallada a golpes sobre el mármol duro,
de las vastas campañas del futuro
desalojara a la familia humana!

¡Miradla sí -¡de hinojos!- en augusta
calma imponer la desnudez que asusta!...
¡Dios!... ¡Moved ese cuerpo, dadle un alma!

Ved la grandeza que en su cuerpo duerme...
¡Vedlo allá arriba, miserable, inerme,
más pobre que un gusano, siempre en calma!

",1,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3,2.0,1.0,2.0,2.0,4.0,4.0,4.0
46,"Yo la quiero cambiante, misteriosa y compleja;
con dos ojos de abismos que se vuelvan fanales;
en su boca una fruta perfumada y bermeja
que destile más miel que los rubios panales.

A veces nos asalte un aguijón de abeja;
unos raptos feroces a gestos imperiales
y sorprenda en su risa el dolor de una queja;
¡en sus manos asombren caricias y puñales!

Y que vibre, y desmaye, y llore, y ruja, y cante,
y sea águila, tigre, paloma en un instante.
Que el Universo quepa en sus ansias divinas;

tenga una voz que hiele, que suspenda, que inflame,
y una frente que erguida su corona reclame
de rosas, de diamantes, de estrellas o de espinas!

",2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,3.0,1.0,1.0,1.0,2.0,1.0,1.0
47,"-Tengo sed, sed ardiente- dije a la maga, y ella
me ofreció de sus néctares-. Eso no: ¡me empalaga!-
Luego una rara fruta, con sus dedos de maga
exprimió en una copa, clara como una estrella;

y un brillo de rubíes hubo en la copa bella.
Yo probé.- ¡Es dulce, dulce! Hay días que me halaga
tanta miel, pero hoy me repugna, me estraga-.
Vi pasar por los ojos del hada una centella.

Y por un verde valle perfumado y brillante,
llevóme hasta una clara corriente de diamantes.
-¡Bebe!- dijo. Yo ardía; mi pecho era un fragua.

Bebí, bebí, bebí la linfa cristalina...
¡Oh frescura!, ¡oh pureza!, ¡oh sensación divina!
-Gracias, maga; y bendita la limpieza del agua.

",1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,1.0,1.0,4.0,4.0,4.0
48,"Yo muero extrañamente... No me mata la Vida,
no me mata la Muerte, no me mata el Amor;
muero de un pensamiento mudo como una herida...
¿No habéis sentido nunca el extraño dolor

de un pensamiento inmenso que se arraiga en la vida,
devorando alma y carne, y no alcanza a dar flor?
¿Nunca llevásteis dentro una estrella dormida
que os abrasaba enteros y no daba un fulgor?

¡Cumbre de los Martirios!... ¡Llevar eternamente,
desgarradora y árida, la trágica simiente
clavada en las entrañas como un diente feroz!

Pero arrancarla un día en una flor que abriera
milagrosa, inviolable... ¡Ah, más grande que no fuera
tener entre las manos la cabeza de Dios!

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,0.0,0.0,1.0,2,2.0,2.0,3.0,3.0,4.0,3.0,4.0
49,"Yo no sé si mis ojos o mis manos
encendieron la vida en tu retrato;
nubes humanas, rayos sobrehumanos,
todo tu Yo de emperador innato.

¡Amanece a mis ojos, en mis manos!
Por eso, toda en llamas, yo desato
cabellos y alma para tu retrato,
y me abro en flor. Entonces, soberanos

de la sombra y la luz, tus ojos graves
dicen grandezas que yo sé y tú sabes.
Y te dejo morir. Queda en mis manos

una gran mancha lívida i sombría.
Y renaces en mí melancolía
formado de astros fríos y lejanos.

",1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,3,3.0,1.0,2.0,1.0,4.0,3.0,3.0
50,"Mi buen amigo el noble Juan de Dios, compañero
de mis alegres años de juventud, ayer
no más era un artista genial, aventurero...
-Hoy vive en un poblacho con hijos y mujer-.

Y es hoy panzudo y calvo. Se quita ya el sombrero
delante de don Sabas, de un don Lucas... ¿qué hacer?
La cuestión es asunto de catre y de puchero,
sin empeñar la «Singer» que ayuda a mal comer.

Quimeras moceriles -mitad sueño y locura-;
quimeras y quimeras de anhelos infinitos,
y que hoy -como las piedras tiradas en el mar-

se han ido a pique oyendo las pláticas del cura,
junto con la consorte, la suegra y los niñitos...
¡Qué diablo! Si estas cosas dan ganas de llorar.

Y hoy río si tu ríes, y canto si tú cantas;
y si tú duermes, duermo como un perro a tus plantas.
Hoy llevo hasta en mi sombra tu olor de primavera;

y tiemblo si tu mano toca la cerradura,
¡y bendigo la noche sollozante y oscura
que floreció en mi vida tu boca tempranera!

",1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,2,3.0,3.0,2.0,3.0,1.0,1.0,1.0
51,"Como un gran sol naciente iluminó mi vida
y mi alma abrió a beberlo como una flor de aurora;
¡Amor! ¡Amor! bendita la noche salvadora
en que llamó a mi puerta tu mamita florida.

Mi alma vibro en la sombra como arpa sorprendida,
las aguas del silencio ya abiertas, en la aurora
cantó su voz potente misteriosa y sonora.
¡Mi alma lóbrega era una estrella dormida!

Hoy toda la esperanza que yo llorara muerta
surge a la vida alada del ave que despierta
ebria de una alegría fuerte como el dolor;

y todo luce y vibra, todo despierta y canta,
como si el palio rosa de su luz viva y santa
abriera sobre el mundo la aurora de mi amor.

",3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,3.0,1.0,1.0,1.0,3.0,2.0,2.0
52,"Mi musa tomó un día la placentera ruta
de los campos fragantes; ornada de alboholes,
perfumando sus labios en la miel de la fruta
y dorando su cuerpo al fuego de los soles.

Vivió como una ninfa: desnuda, en fresca gruta,
engalanando espejos de lagos tornasoles.
La gran garza rosada de su forma impoluta.
Volvió a mí como el oro de luz de los crisoles.

Más pura; los cabellos emperlados de gotas
lucientes y prendidos de abrojos; trajo notas
de pájaro silvestre y en los labios más fuego.

Yo peinela y vestila sus parisinas galas,
y ella hoy grave pasea por mis lujosas salas
un gran aire salvaje y un perfume de espliego.

",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,1.0,1.0,1.0,4.0,3.0,3.0
53,"Eros, yo quiero guiarte. Padre ciego...,
pido a tus manos todo poderosas
¡su cuerpo excelso derramado en fuego
sobre mi cuerpo derramado en rosas!

La eléctrica corola que hoy despliego
brinda el nectario de un jardín de Esposas;
para sus buitres en mi carne entrego
todo un enjambre de palomas rosas.

Da a las dos sierpes de su abrazo, crueles,
mi gran tallo febril... Absintio, mieles,
viérteme de sus venas, de su boca...

¡Así tendida soy un surco ardiente
donde puede nutrirse la simiente
de otra estirpe sublimemente loca!

",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,1.0,1.0,1.0,4.0,2.0,3.0
54,"Pasó humeante el tropel de los potros salvajes,
feroces los hocicos, hirsutos de pelajes,
las crines extendidas, bravías, tal bordones,
pasaron como 'pasan pamperos y aquilones.

Y luego fueron águilas de esplendidos plumajes
trayendo de sus cumbres magníficas visiones,
con el sereno vuelo de las inspiraciones
augustas, con soberbias de olímpicos linajes.

Cruzaron hacia Oriente la limpidez del cielo,
tras ellas como cándida hostia que alzara el vuelo,
una paloma blanca como la nieve asoma.

Yo olvido el ave egregia y el bruto que foguea
pensando que en los cielos solemnes de la Idea
a veces es muy bella, muy bella una paloma.

",1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,1.0,1.0,1.0,4.0,4.0,4.0
55,"Cuando derrama en los hombros puros
de tu musa la túnica de nieve,
yo concentro mis pétalos oscuros
y soy el lirio de alabastro leve.

Para tu musa en rosa, me abro en rosa;
mi corazón es miel, perfume y fuego,
y vivo y muero de una sed gloriosa:
tu sangre viva debe ser mi riego.

Cuando velada con un tul de luna
bebe calma y azur en la laguna,
yo soy el cisne que soñando vuela;

y si en luto magnífico la vistes
para vagar por los senderos tristes,
soy la luz o la sombra de una estela.

",1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.0,1.0,1.0,1.0,3.0,3.0,3.0
56,"Un pedazo de luna que no brilla
sino con timidez. Canta un marino,
y su triste canción, tosca y sencilla,
tartamudea con sabor de vino...

El mar, que el bíceps de la playa humilla,
tiene sinuosidades de felino,
y se deja caer sobre la orilla
con la cadencia de un alejandrino.

Pienso en ti, pienso que te quiero mucho
porque me encuentro triste, porque escucho
la esquila del pequeño campanario

que se queja con un sollozo tierno,
mientras los sapos cantan el invierno
con una letra del abecedario...

",1,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,2,2.0,1.0,2.0,1.0,4.0,3.0,3.0
57,"Tu amor, esclavo, es como un sol muy fuerte:
jardinero de oro de la vida,
jardinero de fuego de la muerte,
en el carmen fecundo de mi vida.

Pico de cuervo con olor de rosas,
aguijón enmelado de delicias
tu lengua es. Tus manos misteriosas
son garras enguantadas de caricias.

Tus ojos son mis medias noches crueles,
panales negros de malditas mieles
que se desangran en mi acerbidad;

crisálida de un vuelo del futuro
es tu abrazo magnífico y oscuro
torre embrujada de mi soledad.

",1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3,3.0,1.0,2.0,2.0,3.0,3.0,3.0
58,"Yo hacía una divina labor sobre la roca
creciente del Orgullo. De la vida lejana
algún pétalo vívido me voló en la mañana,
algún beso en la noche. Tenaz como una loca

seguía mi divina labor sobre la roca
cuando tu voz, que funde como sacra campana
en la nota celeste la vibración humana,
tendió su lazo de oro al borde de tu boca;

-¡maravilloso nido del vértigo tu boca!
Dos pétalos de rosa abrochando un abismo...
Labor, labor de gloria, dolorosa y liviana;

¡tela donde mi espíritu se fue tramando él mismo!
Tú quedas en la testa soberbia de la roca,
y yo caigo, sin fin, en el sangriento abismo.

",1,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,1.0,1.0,0.0,1.0,0.0,1.0,2,2.0,1.0,2.0,1.0,4.0,3.0,3.0
59,"Engastada en mis manos fulguraba
como oscura presea, tu cabeza;
yo la ideaba estuches, y preciaba
luz a luz, sombra a sombra su belleza.

En tus ojos tal ves se concentraba
la vida, como un filtro de tristeza
en dos vasos profundos... Yo soñaba
que era una flor del mármol tu cabeza;

cuando en tu frente nacarada a luna,
como un monstruo en la paz de una laguna
surgió un enorme ensueño taciturno.

¡Ah! tu cabeza me asustó. Fluía
de ella una ignota vida. Parecía
no sé que mundo anónimo y nocturno.

",1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,2,2.0,1.0,1.0,3.0,4.0,4.0,4.0
60,"Tarde sucia de invierno. El caserío,
como si fuera un croquis al creyón,
se hunde en la noche. El humo de un bohío,
que sube en forma de tirabuzón;

mancha el paisaje que produce frío,
y debajo de la genuflexión
de la arboleda, somormuja el río
su canción, su somnífera canción.

Los labradores, camellón abajo,
retornan fatigosos del trabajo,
como un problema sin definición.

Y el dueño del terruño, indiferente,
rápidamente, muy rápidamente,
baja en su coche por el camellón.

",1,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1,3.0,4.0,1.0,4.0,1.0,1.0,1.0
61,"¡Soberano Señor Omnipotente,
por quien el Sol espléndido fulgura,
el ave canta, el céfiro murmura,
y vierte sus raudales el torrente!,

oye mi voz: el alma reverente
implora tu piedad en su amargura;
mitiga un tanto mi letal tristura,
mi cruel angustia, mía ansiedad creciente.

Al través de una triste perspectiva,
miro tan sólo un porvenir sombrío,
y más mi pena sin cesar se aviva.

Un mal terrible me atormenta impío...
mas si te place que muriendo viva,
«cúmplase en mí, tu voluntad, Dios mío.»

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1,3.0,1.0,2.0,1.0,1.0,1.0,1.0
62,"Proponerse escribir un buen soneto,
vencedor del sepulcro y del olvido,
en círculo vicioso protegido
por el dique imponente del respeto.

Es mucho pretender, error completo
por todos por doquier reconocido;
y yo que entiendo y lucho decidido,
con el silencio responder prometo.

¿De dónde, «Juventud», de dónde viene
el principio despótico que impones?
¿Quién del numen los ímpetus detiene

del modo estoico que feliz propones?
No tu precepto en mis oídos vibre.
Libre es el genio porque el hombre es libre.

",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,3,1.0,2.0,1.0,2.0,1.0,1.0,1.0
63,"La palpitante pluma en el sombrero,
la señoril espada en la cintura,
en los ojos un rayo de bravura
y en el semblante un gesto aventurero;

cortés con los hidalgos, y altanero,
rindió galante culto a la hermosura
y, embriagado de amor, en noche oscura
ante mil rejas desnudó su acero.

Es el genio indomable de la raza
que, la espada sangrienta hasta la taza,
imprimiendo la mueca del espanto,

los mundos anchurosos recorría
aprisionando Reyes en Pavía
y sepultando imperios en Lepanto.

",1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,1.0,2.0,1.0,2.0,1.0,1.0
64,"Sin fe ni amor, y a la esperanza muerta,
como una estatua sepulcral yacías,
ensueños y venturas de otros días
muda representando, hermosa y yerta.

Turbar osé tu soledad desierta;
consuelos te he brindado y alegrías,
y bella surges de las sombras frías
y a un nuevo amor tu corazón despierta.

¿Fue que tu alma sacudió la muerte?
¿Es que renace su extinguido fuego?
¿O inmóvil sigues en adusta calma?

No: fue que al abrazar tu cuerpo inerte,
pasmosa emulación del mármol griego,
en mis besos de amor te di mi alma.

",1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0
65,"No más, no más en piélagos de vino
sepultaré, insensato, mis dolores,
velando con quiméricos vapores
de la razón el resplandor divino.

No más, hurtando el rostro a mi destino,
pediré a la locura sus favores,
ni, ceñido de pámpanos y flores,
dormiré de la muerte en el camino.

Arrepentido estoy de haber hollado,
vate indigno, con planta entorpecida,
el laurel inmortal y el áurea ropa...

¡Néctar fatal!, licor envenenado,
acepta, al recibir mi despedida,
el brindis postrimer... ¡Llenad mi copa!

",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,3,2.0,2.0,2.0,3.0,3.0,2.0,2.0
66,"¡Deténte Pasajero! Aquí reposa
el Adán de los vinos jerezanos,
padre de tantos ínclitos ancianos
como duermen en torno de su fosa.

¡Enterrado está el sol bajo esta losa!
Pero no se lo comen los gusanos,
sino que vida y alma los humanos
aun piden a su llama generosa.

«Abolengo» se llama aqueste vino,
y en cada gota concentrado encierra
de mil generaciones el destino...

Si las cuitas del mundo te hacen guerra,
cátalo media vez, ¡oh peregrino!
y jurarás que el cielo está en la tierra.

",2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,1.0,1.0,2.0,3.0,3.0
67,"No mujer... ¡Hada eres! Si amorosa
las manos tiendes al callado viento,
en él despiertas lánguido concierto
como la brisa en arpa melodiosa.

No mujer, bella Carmen... Eres diosa;
y de tu rostro el celestial portento
irradia el infinito sentimiento,
ser de tu ser, inspiración hermosa.

No mujer... ¡Eres ángel! Tu pureza
eclipsa la del sol: la sensitiva
no es como tú modesta y delicada.

Yo admiro arrebatado tu grandeza;
pero calla mi voz, no osando altiva
cantar a la que es ángel, diosa y hada.

",3,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0
68,"¡Sombra y honor bajo tus pliegues dame,
santo pendón de Cristo y de Castilla!
Tu ley, que juro, hincada la rodilla,
en generoso ardor mi pecho inflame.

No más estérilmente se derrame
mi vida en torpe amor y vil mancilla...
Roja está de la patria la mejilla...
¡Despierte el corazón de su ocio infame!

De un naufragio entre lágrimas y errores
salva mi fe, que combatida muere
por enemigo viento y mar contrario...

Sé tú el manto que envuelva mis dolores,
mi tienda en el desierto; y si cayere
en la revuelta lid... ¡sé mi sudario!

",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.0,2.0,1.0,2.0,1.0,1.0,1.0
70,"Cuando amanezca el iracundo día
que en la mente de Dios leyó el Profeta,
y, al agrio son de la final trompeta,
abandone de Adán la raza impía,

ora el sosiego de l ahuesa fría,
ora los lares de la vida inquieta,
y pase el JUICIO extremo, y el del Planeta
quede la extensa faz muda y vacía,

no será tan horrendo y pavoroso
encontrar por doquier huellas del hombre
y ni un hombre en campiñas ni ciudades,

como verte, sin vida ni reposo,
desierta y mancillada por tu nombre,
expiar ¡oh Pompeya! tus maldades.

",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2,2.0,3.0,1.0,3.0,3.0,3.0,3.0
71,"Errante nube al africano suelo
llega en alas del viento adormecida;
rómpese al fin, y en lluvia convertida,
templa la sed del abrasado suelo.

Al alma estéril que agostara el duelo,
tú eres, Ronconi, lluvia bendecida,
que le das con tus lágrimas la vida
y flores al dolor para consuelo.

Hoy, al verte partir, sigo esas flores
y recojo esas perlas de rocío,
con ramos de laurel para tejerlas...

Si, pues, al son de públicos honores,
una corona con mi adiós te envío,
tuyas sus flores son tuyas sus perlas.

",1,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,1.0,1.0,4.0,4.0,4.0
72,"Tú, que a Dios te pareces y a mis nietos
por tu rara excepción de no nacido;
segundo Adán, pues nadie te ha parido;
de Jonás viceversa en los aprietos;

retoño de la Nada en los efectos,
si la Nada es igual a haber sido;
desfacedor de agravios de marido,
patrono ya abogado de los fetos:

vuélveme el pelo, quítame el bigote;
arráncame los dientes; la comadre
haz que me vista el primitivo hato;

y, trocado en inerte monigote,
sepúltame en el vientre de mi madre...
que, mejor que nacido, es ser non nato.

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,2,2.0,1.0,1.0,3.0,4.0,4.0,4.0
73,"Llorar es tu destino... Mas no llores.
Alza la frente soberana al cielo,
y no afanada busques en el suelo
premio al amor, alivio a tus dolores.

Acaso yo... Mas ¡ay! a tus clamores
respondieran los gritos de mi duelo,
y, sin prestar a tu dolor consuelo,
marchitaría tus postreras flores.

¡Ay de los dos! Del mundo la inclemencia
rompió de nuestras almas el encanto...
Lloramos... y la ajena indiferencia

mi risa provocó, secó tu llanto...
Hoy nos acerca un sentimiento amigo,
¡y en hielo en otro hielo no halla amigo!

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0
74,"Lío tabaco en un papel; agarro
lumbre y lo enciendo, arde ya medida
que arde, muere; muere y enseguida
tiro la punta, bárrenla... y al carro!

Un alma envuelve Dios en frágil barro,
y la enciende en la lumbre de la vida,
chupa el tiempo y resulta en la partida
un cadáver. El hombre es un cigarro.

La ceniza que cae es su ventura;
el humo que se eleva su esperanza;
lo que arderá después su loco anhelo.

Cigarro tras cigarro el tiempo apura;
colilla tras colilla al hoyo lanza,
pero el aroma... ¡piérdese en el cielo!

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,1.0,2.0,1.0,3.0,1.0,1.0
